"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr.(MU.and.Non-MU)","Cum.UG.Overall.Earned.CrHr.(MU.and.Non-MU)"
8191921,"202315",3,3,85
8191921,"202320",15,15,100
8191921,"202410",12,12,112
8191921,"202420",15,15,127
8191921,"202510",NA,NA,127
8191938,"202210",12,18,18
8191938,"202220",15,15,33
8191938,"202310",16,16,49
8191938,"202320",15,15,64
8191938,"202410",15,15,79
8191938,"202420",15,15,94
8191938,"202510",NA,NA,94
8192388,"202210",18,46,46
8192388,"202215",3,3,49
8192388,"202220",18,18,67
8192388,"202310",20,20,87
8192388,"202315",4,4,91
8192388,"202320",16,16,107
8192388,"202330",9,9,116
8192388,"202410",19,19,135
8192388,"202415",3,3,138
8192388,"202420",16,16,154
8192388,"202510",NA,NA,154
8192462,"202210",17,43,43
8192462,"202220",12,12,55
8192462,"202310",15,15,70
8192462,"202315",6,6,76
8192462,"202320",16,16,92
8192462,"202330",6,6,98
8192462,"202410",16,16,114
8192462,"202420",12,12,126
8192462,"202510",NA,NA,126
8192597,"202210",15,21,21
8192597,"202220",17,17,38
8192597,"202310",16,16,54
8192597,"202320",12,12,66
8192597,"202410",12,12,78
8192597,"202420",15,15,93
8192597,"202510",NA,NA,93
8192597,"202515",NA,NA,93
8192653,"202210",15,21,21
8192653,"202220",14,14,35
8192653,"202310",16,16,51
8192653,"202320",15,15,66
8192653,"202410",15,15,81
8192653,"202420",15,15,96
8192653,"202510",NA,NA,96
8192696,"202210",16,24,24
8192696,"202220",16,16,40
8192696,"202310",17,17,57
8192696,"202320",15,15,72
8192696,"202410",15,15,87
8192696,"202420",15,15,102
8192696,"202510",NA,NA,102
8192894,"202210",16,19,19
8192894,"202220",16,16,35
8192894,"202230",6,6,41
8192894,"202310",19,19,60
8192894,"202315",1,1,61
8192894,"202320",16,16,77
8192894,"202330",3,3,80
8192894,"202410",16,16,96
8192894,"202415",3,3,99
8192894,"202420",14,14,113
8192894,"202510",NA,NA,113
8192894,"202515",NA,NA,113
8192960,"202210",15,47,47
8192960,"202220",16,16,63
8192960,"202310",15,15,78
8192960,"202320",15,15,93
8192960,"202410",15,15,108
8192960,"202420",15,15,123
8192960,"202510",NA,NA,123
8192966,"202210",15,44,44
8192966,"202220",15,15,59
8192966,"202310",16,16,75
8192966,"202320",15,15,90
8192966,"202410",15,15,105
8192966,"202420",15,15,120
8192966,"202510",NA,NA,120
8193010,"202210",16,44,44
8193010,"202220",17,17,61
8193010,"202230",2,2,63
8193010,"202310",15,15,78
8193010,"202320",14,14,92
8193010,"202330",3,3,95
8193010,"202410",15,18,113
8193010,"202420",15,15,128
8193010,"202430",3,3,131
8193010,"202510",NA,NA,131
8193320,"202210",12,23,23
8193320,"202220",16,16,39
8193320,"202310",16,16,55
8193320,"202320",15,15,70
8193320,"202410",15,15,85
8193320,"202420",18,18,103
8193320,"202510",NA,NA,103
8193405,"202210",15,15,15
8193405,"202220",16.5,16.5,31.5
8193405,"202310",14,14,45.5
8193405,"202320",14,14,59.5
8193405,"202410",15,15,74.5
8193405,"202420",15,15,89.5
8193405,"202510",NA,NA,89.5
8193409,"202210",15,39,39
8193409,"202215",1,1,40
8193409,"202220",16,16,56
8193409,"202310",15,15,71
8193409,"202320",15,15,86
8193409,"202410",0,12,98
8193409,"202420",15,15,113
8193409,"202510",NA,NA,113
8193507,"202210",15,27,27
8193507,"202220",16,16,43
8193507,"202310",15,15,58
8193507,"202320",16,16,74
8193507,"202410",14,14,88
8193507,"202415",6,6,94
8193507,"202420",14,14,108
8193507,"202510",NA,NA,108
8193533,"202210",17,44,44
8193533,"202220",15,15,59
8193533,"202310",15,15,74
8193533,"202320",18,18,92
8193533,"202330",6,6,98
8193533,"202410",18,18,116
8193533,"202420",15,15,131
8193533,"202430",3,3,134
8193533,"202510",NA,NA,134
8193928,"202210",10,10,10
8193928,"202215",3,3,13
8193928,"202220",14,14,27
8193928,"202310",15,15,42
8193928,"202315",3,3,45
8193928,"202320",15,15,60
8193928,"202410",12,12,72
8193928,"202420",15,15,87
8193928,"202510",NA,NA,87
8193985,"202210",15,31,31
8193985,"202220",12,12,43
8193985,"202310",15,15,58
8193985,"202320",15,15,73
8193985,"202410",17,17,90
8193985,"202420",17,17,107
8193985,"202510",NA,NA,107
8194047,"202210",12,12,12
8194047,"202220",15.5,15.5,27.5
8194129,"202130",4,4,4
8194129,"202210",14,22,26
8194129,"202220",14,14,40
8194129,"202310",15,15,55
8194129,"202320",15,15,70
8194129,"202410",12,17,87
8194129,"202420",16,16,103
8194129,"202510",0,0,103
8194253,"202210",17,62,62
8194253,"202215",4,4,66
8194253,"202220",18,18,84
8194253,"202310",18,18,102
8194253,"202315",3,3,105
8194253,"202320",NA,NA,105
8194253,"202410",19,19,124
8194253,"202420",15,15,139
8194253,"202510",NA,NA,139
8194395,"202210",13.5,13.5,13.5
8194395,"202215",3,3,16.5
8194395,"202220",15,15,31.5
8194395,"202310",15,15,46.5
8194395,"202315",3,3,49.5
8194395,"202320",13,13,62.5
8194395,"202330",2,2,64.5
8194395,"202410",17,17,81.5
8194395,"202415",3,3,84.5
8194395,"202420",12,12,96.5
8194395,"202430",3,6,102.5
8194395,"202510",NA,NA,102.5
8194395,"202515",NA,NA,102.5
8194395,"202520",NA,NA,102.5
8194432,"202210",15,21,21
8194432,"202220",15,15,36
8194432,"202310",15,15,51
8194432,"202320",15,15,66
8194432,"202410",15,15,81
8194432,"202420",12,12,93
8194432,"202510",NA,NA,93
8194665,"202210",14,20,20
8194665,"202220",12,12,32
8194665,"202230",3,3,35
8194665,"202310",12,12,47
8194665,"202320",16,16,63
8194665,"202410",15,15,78
8194665,"202415",3,3,81
8194665,"202420",16,16,97
8194665,"202510",NA,NA,97
8194665,"202515",NA,NA,97
8194665,"202520",NA,NA,97
8194805,"202210",16,50,50
8194805,"202220",13,13,63
8194805,"202310",15,15,78
8194805,"202320",18,18,96
8194805,"202330",0,7,103
8194805,"202410",15,15,118
8194805,"202420",15,15,133
8194805,"202510",NA,NA,133
8195074,"202210",17,17,17
8195074,"202220",19,19,36
8195074,"202230",6,6,42
8195074,"202310",17,17,59
8195074,"202315",0,3,NA
8195074,"202320",18,18,80
8195074,"202330",6,6,86
8195074,"202410",18,18,104
8195074,"202420",18,18,122
8195074,"202430",0,0,122
8195074,"202510",NA,NA,122
8195115,"202210",13,16,16
8195115,"202215",6,6,22
8195115,"202220",15,15,37
8195115,"202310",15,15,52
8195115,"202320",15,15,67
8195115,"202410",0,15,82
8195115,"202420",15,15,97
8195115,"202510",NA,NA,97
8195153,"202210",19,56,56
8195153,"202220",20,20,76
8195153,"202310",19,19,95
8195153,"202315",3,3,98
8195153,"202320",16,16,114
8195153,"202410",15,15,129
8195153,"202420",15,15,144
8195153,"202510",0,0,144
8195158,"202210",15,36,36
8195158,"202220",17,17,53
8195158,"202310",15,15,68
8195158,"202320",18,18,86
8195158,"202410",14,14,100
8195158,"202420",16,16,116
8195158,"202430",6,6,122
8195158,"202510",NA,NA,122
8195158,"202515",NA,NA,122
8195188,"202210",17,28,28
8195188,"202220",16,16,44
8195188,"202310",16,16,60
8195188,"202320",0,16,76
8195188,"202410",15,15,91
8195188,"202420",15,15,106
8195188,"202510",NA,NA,106
8195188,"202515",NA,NA,106
8195281,"202210",12,18,18
8195281,"202220",12,12,30
8195281,"202310",14,14,44
8195281,"202320",15,15,59
8195281,"202410",9,9,68
8195281,"202415",3,3,71
8195281,"202420",15,15,86
8195281,"202430",3,3,89
8195281,"202510",NA,NA,89
8195281,"202515",NA,NA,89
8195689,"202210",15,34,34
8195689,"202220",15,15,49
8195689,"202310",12,12,61
8195689,"202320",15,15,76
8195689,"202410",15,15,91
8195689,"202420",12,12,103
8195689,"202510",NA,NA,103
8195899,"202210",15,24,24
8195899,"202215",6,6,30
8195899,"202220",13,16,46
8195899,"202310",17,17,63
8195899,"202315",3,3,66
8195899,"202320",17,17,83
8195899,"202410",15,15,98
8195899,"202420",12,12,110
8195899,"202430",3,3,113
8195899,"202510",NA,NA,113
8195925,"202210",15,18,18
8195925,"202220",16,16,34
8195925,"202310",15,15,49
8195925,"202315",3,3,52
8195925,"202320",15,15,67
8195925,"202410",15,15,82
8195925,"202415",3,3,85
8195925,"202420",12,12,97
8195925,"202510",NA,NA,97
8196046,"202210",17,44,44
8196046,"202220",13,13,57
8196046,"202310",15,15,72
8196046,"202320",15,15,87
8196046,"202410",15,15,102
8196046,"202415",3,3,105
8196046,"202420",15,15,120
8196046,"202430",0,0,120
8196046,"202510",NA,NA,120
8196844,"202210",16,34,34
8196844,"202220",16,16,50
8196844,"202230",6,6,56
8196844,"202310",16,16,72
8196844,"202320",16,16,88
8196844,"202330",3,3,91
8196844,"202410",0,15,106
8196844,"202415",3,3,109
8196844,"202420",13,13,122
8196844,"202510",NA,NA,122
8196844,"202515",NA,NA,122
8196920,"202210",15,21,21
8196920,"202215",3,3,24
8196920,"202220",16,16,40
8196920,"202310",15,15,55
8196920,"202320",14,14,69
8196920,"202410",15,15,84
8196920,"202415",6,6,90
8196920,"202420",15,15,105
8196920,"202510",NA,NA,105
8196920,"202520",NA,NA,105
8197080,"202210",14,57,57
8197080,"202220",15,15,72
8197080,"202230",6,6,78
8197080,"202310",15,15,93
8197080,"202315",3,3,96
8197080,"202320",15,15,111
8197080,"202410",15,15,126
8197080,"202415",6,6,132
8197080,"202420",12,12,144
8197080,"202510",NA,NA,144
8197429,"202210",16,16,16
8197429,"202220",16,16,32
8197429,"202310",16,16,48
8197429,"202320",13,13,61
8197429,"202410",15,15,76
8197429,"202420",13.5,13.5,89.5
8197429,"202510",NA,NA,89.5
8197493,"202210",9,18,18
8197493,"202220",12,12,30
8197493,"202230",3,3,33
8197493,"202310",17,17,50
8197493,"202315",3,3,53
8197493,"202320",14,14,67
8197493,"202330",6,6,73
8197493,"202410",15,15,88
8197493,"202415",3,3,91
8197493,"202420",9,9,100
8197493,"202430",6,9,109
8197493,"202510",0,0,109
8197967,"202210",17,17,17
8197967,"202220",14,14,31
8197967,"202310",15,15,46
8197967,"202320",15,15,61
8197967,"202410",16,16,77
8197967,"202420",15,15,92
8197967,"202510",NA,NA,92
8198301,"202210",16,16,16
8198301,"202215",3,3,19
8198301,"202220",17,17,36
8198301,"202310",12,12,48
8198301,"202320",14,14,62
8198301,"202410",15,15,77
8198301,"202415",1,1,78
8198301,"202420",12,12,90
8198301,"202510",NA,NA,90
8198848,"202210",17,28,28
8198848,"202220",15,15,43
8198848,"202310",15,15,58
8198848,"202320",14,14,72
8198848,"202410",15,15,87
8198848,"202420",15,15,102
8198848,"202510",NA,NA,102
8199244,"202210",16,36,36
8199244,"202220",15,15,51
8199244,"202310",17,17,68
8199244,"202320",15,15,83
8199244,"202410",12,12,95
8199244,"202420",15,15,110
8199244,"202510",NA,NA,110
8199396,"202210",15,27,27
8199396,"202220",12,12,39
8199396,"202310",15,15,54
8199396,"202320",15,15,69
8199396,"202410",15,15,84
8199396,"202420",15,15,99
8199396,"202510",2,2,101
8199444,"202210",12,18,18
8199444,"202220",17,17,35
8199444,"202310",16,16,51
8199444,"202320",16,16,67
8199444,"202410",15,15,82
8199444,"202415",3,3,85
8199444,"202420",15,15,100
8199444,"202510",NA,NA,100
8199524,"202210",15,51,51
8199524,"202220",14,14,65
8199524,"202310",15,15,80
8199524,"202320",15,15,95
8199524,"202410",12,12,107
8199524,"202420",12,12,119
8199524,"202510",NA,NA,119
8199879,"202210",9,9,9
8199879,"202215",3,3,12
8199879,"202220",14,14,26
8199879,"202230",3,3,29
8199879,"202310",14,14,43
8199879,"202320",12,12,55
8199879,"202410",12,12,67
8199879,"202420",12,12,79
8199879,"202430",1,1,80
8199879,"202510",NA,NA,80
8199879,"202515",NA,NA,80
8199970,"202210",16,28,28
8199970,"202220",15,15,43
8199970,"202310",15,15,58
8199970,"202320",15,15,73
8199970,"202410",15,15,88
8199970,"202420",12,12,100
8199970,"202510",NA,NA,100
8200504,"202210",15,50,50
8200504,"202220",12,12,62
8200504,"202310",15,15,77
8200504,"202320",15,15,92
8200504,"202410",12,12,104
8200504,"202420",18,18,122
8200504,"202510",NA,NA,122
8200777,"202210",17,17,17
8200777,"202220",14,14,31
8200777,"202230",3,3,34
8200777,"202310",14,14,48
8200777,"202320",15,15,63
8200777,"202410",13,13,76
8200777,"202420",15,15,91
8200777,"202510",NA,NA,91
8201100,"202210",15,15,15
8201100,"202215",3,3,18
8201100,"202220",15,15,33
8201100,"202310",16,16,49
8201100,"202320",15,15,64
8201100,"202410",18,18,82
8201100,"202415",6,6,88
8201100,"202420",15,15,103
8201100,"202510",NA,NA,103
8201347,"202210",17,41,41
8201347,"202215",1,1,42
8201347,"202220",14,14,56
8201347,"202310",15,15,71
8201347,"202315",6,6,77
8201347,"202320",15,15,92
8201347,"202410",12,12,104
8201347,"202420",17,17,121
8201347,"202510",NA,NA,121
8201387,"202210",15,15,15
8201387,"202220",14,14,29
8201387,"202310",13,16,45
8201387,"202315",3,3,48
8201387,"202320",18,18,66
8201387,"202410",18,18,84
8201387,"202415",6,6,90
8201387,"202420",17,17,107
8201387,"202430",2,2,109
8201387,"202510",NA,NA,109
8201387,"202515",NA,NA,109
8201387,"202520",NA,NA,109
8201493,"202210",16,29,29
8201493,"202220",14,14,43
8201493,"202230",6,6,49
8201493,"202310",12,12,61
8201493,"202320",13,13,74
8201493,"202410",15,15,89
8201493,"202420",12,12,101
8201493,"202510",0,0,101
8201493,"202515",NA,NA,101
8201706,"202210",17,45,45
8201706,"202220",14,14,59
8201706,"202310",17,17,76
8201706,"202320",13,13,89
8201706,"202410",15,15,104
8201706,"202420",13,13,117
8201706,"202510",NA,NA,117
8201733,"202210",17,34,34
8201733,"202220",12,12,46
8201733,"202310",15,15,61
8201733,"202320",13,13,74
8201733,"202330",3,3,77
8201733,"202410",0,16,93
8201733,"202420",15,15,108
8201733,"202510",NA,NA,108
8202241,"202210",15,58,58
8202241,"202220",15,15,73
8202241,"202310",12,12,85
8202241,"202315",3,3,88
8202241,"202320",15,15,103
8202241,"202410",12,12,115
8202241,"202420",0,12,127
8202241,"202510",NA,NA,127
8202349,"202210",15,15,15
8202349,"202220",14,18,33
8202349,"202310",13,13,46
8202349,"202315",6,6,52
8202349,"202320",19,19,71
8202349,"202410",0,15,86
8202349,"202420",19,19,105
8202349,"202430",4,4,109
8202349,"202510",NA,NA,109
8202349,"202515",NA,NA,109
8202613,"202410",12,12,12
8202613,"202420",14,14,26
8202613,"202510",0,0,26
8202624,"202210",15,18,18
8202624,"202220",17,17,35
8202624,"202310",12,12,47
8202624,"202320",9,9,56
8202624,"202330",3,3,59
8202624,"202410",12,12,71
8202624,"202415",3,3,74
8202624,"202420",18,18,92
8202624,"202430",6,6,98
8202624,"202510",NA,NA,98
8202719,"202210",16,23,23
8202719,"202220",15,15,38
8202719,"202310",15,15,53
8202719,"202320",16,16,69
8202719,"202330",3,3,72
8202719,"202410",16,16,88
8202719,"202415",6,6,94
8202719,"202420",13,13,107
8202719,"202510",NA,NA,107
8202810,"202210",15,15,15
8202810,"202220",12,12,27
8202810,"202310",14,14,41
8202810,"202315",3,3,44
8202810,"202320",13,13,57
8202810,"202410",15,15,72
8202810,"202415",6,6,78
8202810,"202420",15,15,93
8202810,"202430",6,6,99
8202810,"202510",NA,NA,99
8203289,"202210",16,39,39
8203289,"202220",15,15,54
8203348,"202210",15,57,57
8203348,"202220",16,16,73
8203348,"202310",19,19,92
8203348,"202320",18,18,110
8203348,"202410",18,18,128
8203348,"202420",15,15,143
8203348,"202510",NA,NA,143
8203595,"202310",17,26,26
8203595,"202320",17,17,43
8203595,"202410",16,16,59
8203595,"202420",15,15,74
8203595,"202510",NA,NA,74
8203607,"202210",15,15,15
8203607,"202220",16,16,31
8203607,"202310",16,16,47
8203607,"202320",16,16,63
8203607,"202410",17,17,80
8203607,"202420",15,15,95
8204022,"202210",18,54,54
8204022,"202215",3,3,57
8204022,"202220",12,12,69
8204022,"202310",18,18,87
8204022,"202320",12,12,99
8204022,"202410",12,12,111
8204022,"202415",6,6,117
8204022,"202420",18,18,135
8204070,"202210",16,19,19
8204070,"202220",17,17,36
8204070,"202310",18,18,54
8204070,"202320",0,16,70
8204070,"202410",15,15,85
8204070,"202420",15,15,100
8204070,"202510",NA,NA,100
8204130,"202210",15,15,15
8204130,"202220",9,9,24
8204130,"202310",12,12,36
8204130,"202315",6,6,42
8204130,"202320",15,15,57
8204130,"202410",0,13,70
8204130,"202415",6,6,76
8204130,"202420",18,18,94
8204130,"202510",NA,NA,94
8204130,"202515",NA,NA,94
8204447,"202210",10,10,10
8204447,"202220",15,15,25
8204447,"202310",15,15,40
8204447,"202320",14,14,54
8204447,"202410",12,12,66
8204447,"202420",18,18,84
8204447,"202510",NA,NA,84
8204564,"202210",16,28,28
8204564,"202215",3,3,31
8204564,"202220",15,15,46
8204564,"202230",3,3,49
8204564,"202310",16,16,65
8204564,"202315",6,6,71
8204564,"202320",15,15,86
8204564,"202410",15,15,101
8204564,"202415",6,6,107
8204564,"202420",15,15,122
8204564,"202510",NA,NA,122
8204994,"202210",15,50,50
8204994,"202220",16,16,66
8204994,"202310",16,16,82
8204994,"202320",15,15,97
8204994,"202410",15,15,112
8204994,"202420",7.5,7.5,119.5
8204994,"202430",3,3,122.5
8204994,"202510",NA,NA,122.5
8205151,"202210",15,47,47
8205151,"202220",15,15,62
8205151,"202310",16,16,78
8205151,"202320",16,16,94
8205151,"202330",0,0,94
8205151,"202410",15,15,109
8205151,"202420",15,15,124
8205151,"202510",NA,NA,124
8205333,"202210",17,29,29
8205333,"202220",17,17,46
8205333,"202310",18,18,64
8205333,"202320",18,18,82
8205333,"202330",3,3,85
8205333,"202410",17,17,102
8205333,"202415",3,3,105
8205333,"202420",17,17,122
8205333,"202510",NA,NA,122
8205333,"202515",NA,NA,122
8205394,"202210",13,29,29
8205394,"202220",15,15,44
8205394,"202310",13,13,57
8205394,"202320",18,18,75
8205394,"202410",12,12,87
8205394,"202420",15,15,102
8205394,"202510",NA,NA,102
8205394,"202520",NA,NA,102
8205678,"202130",4,4,4
8205678,"202210",15,21,25
8205678,"202220",11,11,36
8205678,"202310",15,15,51
8205678,"202320",12,12,63
8205734,"202210",17,23,23
8205734,"202220",15,15,38
8205784,"202210",15,24,24
8205784,"202215",3,3,27
8205784,"202220",15,15,42
8205784,"202310",12,12,54
8205784,"202315",6,6,60
8205784,"202320",16,16,76
8205784,"202410",12,12,88
8205784,"202420",15,15,103
8205784,"202510",0,0,103
8205784,"202515",NA,NA,103
8205784,"202520",NA,NA,103
8206209,"202210",15,18,18
8206209,"202220",15,15,33
8206209,"202310",15,15,48
8206209,"202320",15,15,63
8206209,"202410",15,15,78
8206209,"202420",15,15,93
8206209,"202510",NA,NA,93
8206209,"202520",NA,NA,93
8206323,"202210",13,13,13
8206323,"202215",0,0,13
8206323,"202220",15,15,28
8206323,"202310",12,12,40
8206323,"202320",14,14,54
8206323,"202330",0,0,54
8206374,"202210",15,49,49
8206374,"202220",16,16,65
8206374,"202310",17,17,82
8206374,"202320",15,15,97
8206374,"202410",15,15,112
8206374,"202415",6,6,118
8206374,"202420",15,15,133
8206374,"202510",NA,NA,133
8206527,"202210",17,40,40
8206527,"202220",17,17,57
8206527,"202230",0,0,57
8206527,"202310",16,16,73
8206527,"202320",15,15,88
8206527,"202410",16,16,104
8206527,"202415",6,6,110
8206527,"202420",15,15,125
8206527,"202510",NA,NA,125
8206527,"202515",NA,NA,125
8206589,"202210",12,12,12
8206589,"202220",15,15,27
8206589,"202310",15,15,42
8206589,"202320",12,12,54
8206589,"202330",3,3,57
8206589,"202410",14,14,71
8206589,"202415",1,1,72
8206589,"202420",0,12,84
8206589,"202430",3,3,87
8206589,"202510",NA,NA,87
8206673,"202210",12,21,21
8206673,"202220",14,14,35
8206673,"202230",3,8,43
8206673,"202310",15,15,58
8206673,"202320",13,13,71
8206673,"202330",3,3,74
8206673,"202410",14,14,88
8206673,"202420",0,15,103
8206673,"202510",NA,NA,103
8206673,"202515",NA,NA,103
8206673,"202520",NA,NA,103
8207056,"202210",16,24,24
8207056,"202220",15,15,39
8207056,"202310",19,19,58
8207056,"202320",15,15,73
8207056,"202410",15,15,88
8207056,"202420",15,15,103
8207056,"202510",NA,NA,103
8208062,"202210",15,26,26
8208062,"202220",15,15,41
8208062,"202310",15,15,56
8208062,"202320",15,15,71
8208062,"202410",15,15,86
8208062,"202420",15,15,101
8208062,"202510",NA,NA,101
8208211,"202210",17,61,61
8208211,"202220",12,12,73
8208211,"202310",15,15,88
8208211,"202320",16,16,104
8208211,"202410",15,15,119
8208211,"202415",6,6,125
8208211,"202420",15,15,140
8208211,"202510",NA,NA,140
8216877,"202110",17,45.5,45.5
8216877,"202120",14,14,59.5
8216939,"202110",7,7,7
8216939,"202120",3,3,10
8216939,"202210",3,3,13
8216939,"202220",3,3,16
8216939,"202310",7,7,23
8216939,"202320",3,3,26
8216939,"202410",15,31,57
8216939,"202420",16,16,73
8216939,"202510",NA,NA,73
8216939,"202520",NA,NA,73
8216970,"202210",17,20,20
8216970,"202220",17,17,37
8216970,"202310",15,15,52
8216970,"202320",16,16,68
8216970,"202330",0,3,71
8216970,"202410",16.5,16.5,87.5
8216970,"202420",15,15,102.5
8216970,"202510",NA,NA,102.5
8217036,"202210",15,49,49
8217036,"202220",19,19,68
8217036,"202310",18,18,86
8217036,"202320",15,15,101
8217036,"202410",19,19,120
8217036,"202420",15,15,135
8217036,"202510",NA,NA,135
8217036,"202520",NA,NA,135
8217044,"202210",16,23,23
8217044,"202220",15,15,38
8217044,"202230",5,5,43
8217044,"202310",16,16,59
8217044,"202320",15,15,74
8217044,"202410",18,18,92
8217044,"202420",15,15,107
8217044,"202510",NA,NA,107
8218436,"202110",7,7,7
8218436,"202120",6,6,13
8218436,"202210",17,40,53
8218436,"202220",15,15,68
8218436,"202310",15,15,83
8218436,"202320",12,12,95
8218436,"202410",18,18,113
8218436,"202420",12,12,125
8221753,"202120",12,12,12
8221753,"202130",18,18,30
8221753,"202210",14,14,44
8221753,"202220",14,14,58
8221753,"202310",14,14,72
8221753,"202320",15,15,87
8221753,"202330",12,12,99
8221753,"202410",18,18,117
8221753,"202420",12,18,135
8224982,"202110",15,15,15
8224982,"202120",13,13,28
8224982,"202210",15,15,43
8224982,"202220",12,12,55
8224982,"202310",16,16,71
8224982,"202320",11,11,82
8224982,"202410",19,19,101
8224982,"202420",20,20,121
8226333,"202110",15,45,45
8226333,"202120",15,15,60
8226333,"202210",12,12,72
8226333,"202220",15,15,87
8226333,"202310",15,15,102
8226333,"202320",12,12,114
8226333,"202410",13,13,127
8226483,"202110",15,58,58
8226483,"202120",15,15,73
8226483,"202210",17,17,90
8226483,"202215",3,3,93
8226483,"202220",12,12,105
8226483,"202310",14,14,119
8226483,"202315",3,3,122
8226483,"202320",8,8,130
8226483,"202410",15,15,145
8226483,"202420",18,24,169
8226483,"202430",0,9,NA
8226483,"202510",NA,NA,178
8226632,"202110",18,45,45
8226632,"202120",13,13,58
8226632,"202210",12,12,70
8226632,"202220",12,15,85
8226632,"202230",3,3,88
8226632,"202310",15,15,103
8226632,"202315",6,6,109
8226632,"202320",15,15,124
8226632,"202410",12,12,136
8226632,"202415",3,3,139
8226632,"202420",12,12,151
8228733,"202110",15,74,74
8228733,"202120",15,15,89
8228733,"202210",13,13,102
8228733,"202215",3,3,105
8228733,"202220",15,15,120
8228733,"202310",12,12,132
8228733,"202320",12,12,144
8228733,"202410",0,0,144
8228733,"202415",0,0,144
8228733,"202420",0,0,144
8228925,"202110",15,22,22
8228925,"202115",3,3,25
8228925,"202120",16,16,41
8228925,"202210",16,16,57
8228925,"202215",3,3,60
8228925,"202220",12,12,72
8228925,"202310",9,9,81
8228925,"202315",6,6,87
8228925,"202320",18,18,105
8228925,"202330",3,3,108
8228925,"202410",17,17,125
8228925,"202415",3,3,128
8228925,"202420",15,15,143
8229824,"202110",18,60,60
8229824,"202115",3,3,63
8229824,"202120",18,18,81
8229824,"202210",15,15,96
8229824,"202220",18,18,114
8229824,"202310",15,15,129
8229824,"202320",15,15,144
8229824,"202410",16,16,160
8229824,"202420",14,14,174
8229869,"202110",15,34,34
8229869,"202120",15.5,15.5,49.5
8229869,"202210",16.5,16.5,66
8229869,"202220",15,15,81
8229869,"202310",15,15,96
8229869,"202315",3,3,99
8229869,"202320",12,15,114
8229869,"202410",15,15,129
8229869,"202415",6,6,135
8229869,"202420",15,15,150
8229976,"202110",17,23,23
8229976,"202120",14,14,37
8229976,"202210",16,16,53
8229976,"202220",13,13,66
8229976,"202310",15,15,81
8229976,"202320",16,16,97
8229976,"202330",0,0,97
8229976,"202410",14,14,111
8229976,"202420",14,14,125
8230735,"202110",12,18,18
8230735,"202120",20,20,38
8230735,"202210",20,20,58
8230735,"202220",16,16,74
8230735,"202310",18,18,92
8230735,"202320",18,18,110
8230735,"202410",18,18,128
8230735,"202420",12,12,140
8230745,"202210",19,19,19
8230745,"202220",17,17,36
8230745,"202310",17,17,53
8230745,"202320",22,22,75
8230745,"202410",12,12,87
8230745,"202420",0,12,99
8230745,"202430",0,0,99
8230745,"202510",NA,NA,99
8231106,"202210",15,79,79
8231106,"202215",3,3,82
8231106,"202220",16,16,98
8231106,"202310",13,13,111
8231106,"202320",13,13,124
8231117,"202110",12,27,27
8231117,"202120",15,15,42
8231117,"202210",15,15,57
8231117,"202220",15,15,72
8231117,"202310",15,15,87
8231117,"202320",15,15,102
8231117,"202410",12,12,114
8231117,"202420",12,12,126
8231449,"202110",15,54,54
8231449,"202120",12,12,66
8231449,"202130",0,5,NA
8231449,"202210",15,15,86
8231449,"202220",15,15,101
8231449,"202230",9,9,110
8231449,"202310",15,15,125
8231449,"202315",3,3,128
8231449,"202320",15,15,143
8231449,"202330",3,3,146
8231449,"202410",0,0,146
8231449,"202415",0,0,146
8231449,"202420",0,0,146
8232226,"202110",14,38,38
8232226,"202120",16,16,54
8232226,"202210",16,16,70
8232226,"202220",15,15,85
8232226,"202230",3,3,88
8232226,"202310",15,15,103
8232226,"202320",15,15,118
8232226,"202410",12,12,130
8232226,"202420",12,12,142
8232533,"202110",15,60,60
8232533,"202120",12,12,72
8232533,"202210",13.5,13.5,85.5
8232533,"202215",6,6,91.5
8232533,"202220",15,15,106.5
8232533,"202310",17,17,123.5
8232533,"202320",15,15,138.5
8232533,"202410",15,15,153.5
8233278,"202110",0,50,NA
8233278,"202210",15,15,65
8233278,"202220",15,15,80
8233278,"202230",6,6,86
8233278,"202310",15,15,101
8233278,"202320",14,14,115
8233278,"202410",15,15,130
8233278,"202420",15,15,145
8233278,"202510",NA,NA,145
8233829,"202110",17,52,52
8233829,"202120",15,15,67
8233829,"202210",15,15,82
8233829,"202220",13,13,95
8233829,"202310",12,12,107
8233829,"202320",12,12,119
8233829,"202410",12,12,131
8233844,"202110",15,34,34
8233844,"202120",15,15,49
8233844,"202210",15,15,64
8233844,"202220",18,18,82
8233844,"202310",15,15,97
8233844,"202320",15,15,112
8233844,"202410",16,16,128
8233844,"202420",12,12,140
8233854,"202110",15,21,21
8233854,"202120",15,15,36
8233854,"202210",15,15,51
8233854,"202220",15,15,66
8233854,"202230",3,3,69
8233854,"202310",15,15,84
8233854,"202320",15,15,99
8233854,"202410",11,11,110
8233854,"202420",11,11,121
8235522,"202110",17,23,23
8235522,"202120",14,14,37
8235522,"202210",15,15,52
8235522,"202215",3,3,55
8235522,"202220",9,9,64
8235522,"202230",3,3,67
8235522,"202310",12,12,79
8235522,"202315",3,3,82
8235522,"202320",16,16,98
8235522,"202410",12,12,110
8235522,"202420",14,14,124
8235926,"202110",15,15,15
8235926,"202120",14,14,29
